hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	urlAppleMusic	urlSpotify	urlBookbeat
22	und der verschwundene Schatz		Gerade als Justus, Peter und Bob eine Ausstellung japanischer Kunstschätze besuchen, wird dort ein besonders wertvoller juwelenbesetzter Gürtel gestohlen. Zu dumm, dass der japanische Sicherheitsbeamte die drei jungen Detektive nicht bei der Aufklärung des dreisten Diebstahls helfen lassen will! Aber dafür gibt es einen neuen, ziemlich mysteriösen Fall für sie: Eine alte Dame wird angeblich Tag und Nacht von kleinen "Gnomen" belästigt. Versteht sich, dass die drei ??? nicht an Gnomen glauben – aber was sind es dann für merkwürdige kleine Gestalten, die sie mit eigenen Augen beobachten?\nWährend sie noch rätseln, sitzen sie plötzlich in der Falle und werden ohnmächtige Zeugen eines raffinierten Bankraubes …		1981-05-13	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/3b/78/bd/3b78bd6b-42d9-ce61-5d48-51cd97dc1481/source	http://web.archive.org/web/20220115152724if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/2b/74/1b/0743213882222.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-verschwundene-schatz	https://music.apple.com/de/album/folge-22-und-der-verschwundene-schatz/1092530263	https://open.spotify.com/intl-de/album/7i50aK2wKvszWNnay4DtxP	https://www.bookbeat.com/de/book/534552
23	und das Aztekenschwert		Die Brüder Pico und Diego Alvaro verlieren durch ein Feuer ihren ganzen Besitz. Eine wahrhaft unrealistische, aber von den drei ??? gehegte Hoffnung könnte die Lage zum Guten wenden: Wenn sich nämlich das juwelenbesetzte sogenannte "Aztekenschwert" finden ließe, das ein Alvaro-Ahn seinerzeit von Cortez persönlich geschenkt bekam. Mühselige und teilweise lebensgefährliche Ermittlungen – und immer verfolgt von undurchsichtigen Fremden – bringen die drei ??? und Diego auf eine heiße Spur. Wird es den vier Jungen gelingen, noch vor ihren Verfolgern das legendäre Cortez-Schwert zu finden?		1981-05-14	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/77/07/ad/7707ad56-d0ce-2603-164d-1fab8c7f40ee/source	http://web.archive.org/web/20220111023021if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/bb/ba/9d/0743213882321.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-aztekenschwert	https://music.apple.com/de/album/folge-23-und-das-aztekenschwert/1092538233	https://open.spotify.com/intl-de/album/67qFOAxbhNRHEIeOjQ9Zkp	https://www.bookbeat.com/de/book/534631
24	und die silberne Spinne		Verschwörung in Magnusstad: Der junge Lars Holmqvist soll um sein Erbe gebracht werden. Seine Freunde, Justus, Peter und Bob wollen ihm helfen, geraten dabei aber selbst in eine gefährliche Lage: Plötzlich ist die legendäre silberne Spinne, die für Lars und ganz Magnusstad eine besondere Bedeutung hat, in ihrem Zimmer.\nDie Feinde von Lars möchten den drei ??? offensichtlich einen Raub in die Schuhe schieben. Eine abenteuerliche Verfolgungsjagd beginnt …		1981-05-15	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/4e/ad/fe/4eadfe23-76ab-6969-92c8-7b2be6860db6/source	http://web.archive.org/web/20220114180136if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/1a/ca/da/0743213882420.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-silberne-spinne	https://music.apple.com/de/album/folge-24-und-die-silberne-spinne/1092541991	https://open.spotify.com/intl-de/album/211IEWHi59nUsHx8li8G9r	https://www.bookbeat.com/de/book/534671
25	und die singende Schlange		Zugegeben, Mrs. Patricia Osborne ist eine etwas seltsame Dame. Ihrer Nichte Allie geht sie damit auf die Nerven, dass sie behauptet, Spinnweben seien hervorragende Heilkräuter, dass sie abends vor dem Schlafengehen mit einem Messer einen Kreis um ihr Bett zieht, um sich vor drohendem Unheil zu schützen und nachts zu geheimnisvollen Zusammenkünften einlädt. Allie bittet deshalb die drei ??? diesen Rätseln auf den Grund zu gehen. Unsere Detektive schleichen sich bei Mrs. Osborne ein und beobachten schauerliche Dinge. Was sie wohl gesehen haben?		1981-10-19	false	1	http://a1.mzstatic.com/us/r30/Music22/v4/ab/0f/a0/ab0fa07b-0c46-a978-cf16-bd81a917a253/source	http://web.archive.org/web/20220111212331if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/76/43/d3/0743213882529.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-singende-schlange	https://music.apple.com/de/album/folge-25-und-die-singende-schlange/1092535345	https://open.spotify.com/intl-de/album/6RXr8BmKNSK9Zk11k0I7Dl	https://www.bookbeat.com/de/book/534589
26	und die Silbermine		Allie Jamison kann die drei ??? schon manchmal aufregen, starrköpfig und voreingenommen, wie sie ist! Oder sollte sie etwa recht haben mit ihrer Vermutung, dass bei Wesley Thurgood, dem neuen Nachbarn ihres Onkels, etwas nicht stimmt?\nEigentlich wollten die drei ??? während der Sommerferien nur Allies Onkel beim Bäumeschneiden helfen. Aber je mehr merkwürdige Dinge geschehen, desto spannender und gefährlicher wird es auch für unsere Freunde. Ist es nicht seltsam, dass der steinreiche Thurgood ausgerechnet die alte, verlassene Silbermine gekauft hat, die berüchtigte "Todesfalle"? Und warum wird er gleich so zornig, als Allie versucht, das Bergwerk zu erforschen? Ahnt er vielleicht etwas von dem schaurigen Fund, den die drei ??? und Allie dort machen werden?		1981-10-20	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/7a/bd/28/7abd289d-5bdf-7801-c118-0411b9e0a3a3/source	http://web.archive.org/web/20220123153411if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/d6/3c/62/0743213882628.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-silbermine	https://music.apple.com/de/album/folge-26-und-die-silbermine/1092541382	https://open.spotify.com/intl-de/album/2NSreywe8UbWo7BJVY3Spk	https://www.bookbeat.com/de/book/534648
27	und der magische Kreis		In Santa Monica geschehen an einem Abend gleich zwei folgenschwere Ereignisse: Ein Verlag geht in Flammen auf – und im benachbarten Filmlabor werden sämtliche Filme der bekannten Schauspielerin Madeleine Bainbridge gestohlen. Als dann auch noch das Manuskript der Memoiren Madeleine Bainbridges verschwindet, ist den drei ???, Justus, Peter und Bob, klar, dass hier etwas nicht mit rechten Dingen zugeht.\nDie Nachforschungen, die sie anstellen, führen die drei Detektive in das unheimliche Reich der Magie. Alles erscheint undurchschaubar. Was bedeutet der magische Kreis, in dem die Zahl 13 eine so große Rolle spielt? Was verbirgt sich hinter Madeleine Bainbridges rätselhafter Vergangenheit und was ist wahr an der Behauptung, sie sei eine Hexe? Gibt es den Mord durch Magie?		1981-10-21	false	1	http://a1.mzstatic.com/us/r30/Music22/v4/55/80/ff/5580ff01-dd66-4c6b-6789-04833fb6f7de/source	http://web.archive.org/web/20220106180941if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/5f/96/aa/0743213882727.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-magische-kreis	https://music.apple.com/de/album/folge-27-und-der-magische-kreis/1092535830	https://open.spotify.com/intl-de/album/2AisAUu4deLpNi6g6qlTLC	https://www.bookbeat.com/de/book/534593
28	und der Doppelgänger		Sollte es ihn wahrhaftig geben, einen zweiten … Justus Jonas? Ian, der sich aus Angst vor hinterhältigen Gaunern auf dem Schrottplatz einquartiert hat, weiß nicht, dass er dadurch die drei ???, und vor allem sein Ebenbild Justus, in große Schwierigkeiten bringt. Gefahr und Chaos lauern auf Schritt und Tritt. Justus wird an Ians Stelle von den Männern geschnappt und eingesperrt. Rätselhafte Botschaften! Politische Intrigen über Länder und Kontinente! Lebensgefährliche Irrtümer! Aber Peter und Bob beweisen, dass sie auch ohne ihren Chef richtig und überlegt handeln können. Eine wilde Verfolgungsjagd beginnt, denn es geht um Minuten!		1981-10-22	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/b9/3a/7f/b93a7f27-428b-6177-f0bf-adb70fe354e1/source	http://web.archive.org/web/20220115135406if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/6c/8e/7c/0743213882826.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-doppelganger	https://music.apple.com/de/album/folge-28-und-der-doppelg%C3%A4nger/1092534844	https://open.spotify.com/intl-de/album/7Dbd2rya9glmBLVxclcU4d	https://www.bookbeat.com/de/book/534598
29	Die Originalmusik			Hier findet Ihr die schönsten Melodien aus der beliebten EUROPA-Jugend-Serie! Vollständig und ungekürzt! So könnt Ihr sie z.B. auch als Backgroundmusik für Eure eigenen Hörspiele verwenden. Und nun viel Spaß mit Justus, Peter und Bob und der Musik aus der EUROPA-Jugend-Serie "Die drei ???".	1982-06-07	false	1	http://a1.mzstatic.com/us/r30/Music69/v4/db/7c/27/db7c27d4-f4e5-378a-188a-5ab6b5d17220/source	http://web.archive.org/web/20220111023020if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/9f/12/d1/0743213882925.jpg	https://dreifragezeichen.de/produktwelt/details/die-originalmusik	https://music.apple.com/de/album/folge-29-die-originalmusik/1092538230	https://open.spotify.com/intl-de/album/5JHijjtr65MjdNOnNvD3Ec	https://www.bookbeat.com/de/book/534665
30	und das Riff der Haie		Von dem Augenblick an, als Bobs Vater die drei ??? einlädt, ihn zum "Riff der Haie" zu begleiten, werden die Jungen in turbulentes und rätselhaftes Geschehen zu Lande und zu Wasser verstrickt: ein Hurrikan, Haie, U-Boote, Kriminelle und Morsezeichen aus Rauch.\nNie zuvor sind die drei Detektive in einen so wilden, verwirrenden und gefährlichen Strudel von Ereignissen geraten!		1982-06-20	false	1	http://a1.mzstatic.com/us/r30/Music122/v4/f5/55/e8/f555e807-513c-cbd8-92a7-9321d53a73ce/source	http://web.archive.org/web/20220115045252if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/bc/b9/c6/0743213883021.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-riff-der-haie	https://music.apple.com/de/album/folge-30-und-das-riff-der-haie/1092537830	https://open.spotify.com/intl-de/album/0zV9pnaXLuogDr6prsvb4M	https://www.bookbeat.com/de/book/534634
31	und das Narbengesicht		Bob wundert sich über eine befremdliche Begegnung mit einem "Blinden" – oder ist er etwa ein "Blender", dieses Narbengesicht? Und schon haben die drei ??? wieder eine ganze Menge Puzzle-Teile zusammenzusetzen. Richtig gefährlich scheint die Sache allerdings zu werden, als plötzlich "Wanzen" auftauchen, von illegalem Handel die Rede ist und das "Motel Seeblick" mitsamt dem Berg ins Rutschen kommt …		1983-03-11	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/5c/21/69/5c21690c-22a5-0f5f-819b-f4fe055d2a66/source	http://web.archive.org/web/20220111212347if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/d7/fb/50/0743213883120.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-narbengesicht	https://music.apple.com/de/album/folge-31-und-das-narbengesicht/1092535832	https://open.spotify.com/intl-de/album/0tPetsUWuZIC0E85x6eVN5	https://www.bookbeat.com/de/book/534619
32	und der Ameisenmensch		Kribbelnde Spannung im wahrsten Sinne des Wortes verheißt dieser Fall – die drei ??? juckt das nicht. Gilt es doch der attraktiven Letitia Radford beizustehen, die zwar im Luxus lebt, sich aber von allerlei Krabbelndem und obendrein einer lebendig gewordenen Vogelscheuche bedroht sieht! Der mutige Entschluss, es mit Ameisen und Schlimmerem aufzunehmen, bringt die drei ??? mit sonderbaren Zeitgenossen in Berührung …		1983-03-12	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/ee/a7/6a/eea76a09-1b46-2ce4-d49d-c2beffb9c2ee/source	http://web.archive.org/web/20220111212336if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/56/c8/c7/0743213883229.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-ameisenmensch	https://music.apple.com/de/album/folge-32-und-der-ameisenmensch/1092535668	https://open.spotify.com/intl-de/album/7K3VEzD1rm0dgUGBi1i5PW	https://www.bookbeat.com/de/book/534632
33	und die bedrohte Ranch		Der Zufall vermittelt Justus, Peter und Bob die Bekanntschaft mit dem exzentrischen Ehepaar Barron, und unerwartet finden sie sich auf dem Rancho Valverde eingeschlossen, ohne Kontakt zur Außenwelt! Geht der Kampf nun gegen außerirdische Wesen oder gegen kriminelle Betrüger und Diebe? Unsere drei klugen Detektive werden die Wahrheit herausfinden – wetten?		1983-10-21	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/75/a4/3e/75a43e24-3f85-84e8-4e12-7a676e917c1f/source	http://web.archive.org/web/20220123153409if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/52/b9/d3/0743213883328.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-bedrohte-ranch	https://music.apple.com/de/album/folge-33-und-die-bedrohte-ranch/1092551507	https://open.spotify.com/intl-de/album/1imKVIfJIM0vKNymevqKjP	https://www.bookbeat.com/de/book/534687
34	und der rote Pirat		Wer verbirgt sich hinter der Maske des "roten Piraten" – und warum bedroht er Justus, Peter und Bob? Wer steckt hinter den Tonbandinterviews von Major Karnes – und wonach gräbt dieser heimlich in der Piratenbucht? Trotz aller Gefahren lassen die drei ??? nicht locker, bis sie das Rätsel um den legendären Piratenschatz gelöst haben – einen Schatz an dem allerdings einiges mehr als faul ist.		1984-04-05	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/10/44/3e/10443e9f-0980-d517-b1b9-e4056723e32b/source	http://web.archive.org/web/20220115152718if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/82/6a/64/0743213883427.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-rote-pirat	https://music.apple.com/de/album/folge-34-und-der-rote-pirat/1092530380	https://open.spotify.com/intl-de/album/2L18qTB1EfS4FuBk2M6QwV	https://www.bookbeat.com/de/book/534606
35	und der Höhlenmensch		Seit in Citrus Grove das vorgeschichtliche Skelett eines Menschen gefunden wurde, passieren seltsame Dinge … Zigeuner-John, der vor dem Museum Wache hält, behauptet sogar, er habe in der Nacht den lebendig gewordenen Höhlenmenschen weglaufen sehen! Neugierig und ahnungsvoll machen sich die drei ??? ans Beobachten. Und tatsächlich – allmählich kristallisiert sich heraus, dass hier verschiedene kriminelle Vorgänge parallel laufen.		1984-10-16	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/74/96/05/749605ed-5b07-4f01-d58e-105a00f7e8ac/source	http://web.archive.org/web/20220123153407if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/77/45/4e/0743213883526.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-hohlenmensch	https://music.apple.com/de/album/folge-35-und-der-h%C3%B6hlenmensch/1092542351	https://open.spotify.com/intl-de/album/2REEfC6tVMiYv1eKMlGiOX	https://www.bookbeat.com/de/book/534654
36	und der Super-Wal		Ein gestrandeter Wal ist im privaten Schwimmbecken eines gewissen Mr. Slater untergebracht und wird dort von Constance abgerichtet, um mit seiner Hilfe das gesunkene Boot ihres Vaters aufzuspüren. Warum will ein Fremder Slaters und Constances Vorhaben vereiteln? Weiß er eventuell von der wichtigen Aufgabe des klugen Wals – des Super-Wals? Dieser Fall entwickelt sich für die drei ??? zu einem turbulenten und "nassen" Abenteuer!		1985-05-29	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/3c/cd/bd/3ccdbd8b-6b79-5dd4-bf11-2ca8e42779cb/source	http://web.archive.org/web/20220111212322if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/e5/a8/e4/0743213883625.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-super-wal	https://music.apple.com/de/album/folge-36-und-der-super-wal/1092537257	https://open.spotify.com/intl-de/album/4R24oyyqxGkczNpqWGCXBZ	https://www.bookbeat.com/de/book/534658
37	und der heimliche Hehler		Das Verschwinden des fünfjährigen Teddy bringt einige Ungereimtheiten mit sich: Welches Geheimnis birgt eine Zimmerflucht des seit Jahren geschlossenen Hotels "Mermaid Inn", in dem der Geist einer berühmten Schauspielerin umgehen soll? Wer macht sich an zahlreichen Kunstgegenständen zu schaffen? Die drei ??? setzen alles daran, den kleinen Jungen wieder zu finden, und dem heimlichen Hehler sein Handwerk zu legen.		1985-11-01	false	1	http://a1.mzstatic.com/us/r30/Music18/v4/af/96/79/af967933-55d0-04c2-2c3d-9c7f7fb0ff8f/source	http://web.archive.org/web/20220104131543if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/d3/d7/8a/0743213883724.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-heimliche-hehler	https://music.apple.com/de/album/folge-37-und-der-heimliche-hehler/1092529767	https://open.spotify.com/intl-de/album/6R4gnRHXKgw2cxneWgTiEL	https://www.bookbeat.com/de/book/534566
38	und der unsichtbare Gegner		Die drei ??? nehmen "ihren" verrückten Großvater mit auf die Reise von Küste zu Küste. Sehr bald aber wird aus der Ferienfahrt ein aufregendes Abenteuer. Wer ist der unsichtbare Verfolger, der so hartnäckig auf ihrer Fährte bleibt? Warum interessieren sich plötzlich so viele Leute für Bobs Kamera? Als sich die Lage zuspitzt, beschließt das Detektivtrio, in New York das FBI einzuschalten und einen Köder auszulegen. Wird der unsichtbare Gegner anbeißen?		1986-03-17	false	1	http://a1.mzstatic.com/us/r30/Music20/v4/8e/62/83/8e628357-93b4-dceb-5093-7d9451fa85f1/source	http://web.archive.org/web/20220104131542if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/05/16/0f/0743213883823.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-unsichtbare-gegner	https://music.apple.com/de/album/folge-38-und-der-unsichtbare-gegner/1092534775	https://open.spotify.com/intl-de/album/6d3Pavm0enVICdOvBEqxYA	https://www.bookbeat.com/de/book/534608
39	und die Perlenvögel		Eigentlich haben die drei ??? ja Ferien – aber zum Ausruhen sollen sie nicht so schnell kommen. Alles beginnt damit, dass sie Blinky, den Mann mit dem Zwinker-Tick, kennen lernen, und dass Blinky dabei eine Kiste vergisst … Vögel und Perlen spielen die Hauptrollen bei den Nachforschungen, die die drei Detektive jetzt anstellen und die sie mehr als einmal in gefährliche Situationen bringen. Was hat Parker Frisbee, der teuerste Juwelier am Platz, damit zu tun? Und was steht in der japanischen Botschaft? Justus schmiedet einen Plan …		1986-03-18	false	1	http://a1.mzstatic.com/us/r30/Music60/v4/be/a6/25/bea6258e-0108-4aee-9b8e-4ad4ca8aff3b/source	http://web.archive.org/web/20220115152712if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/9c/f1/eb/0743213883922.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-perlenvogel	https://music.apple.com/de/album/folge-39-und-die-perlenv%C3%B6gel/1092538232	https://open.spotify.com/intl-de/album/0AKPkUh4ElyZNipc0lZoiR	https://www.bookbeat.com/de/book/534684
